cycleNumber,n_rows,duration_s,max_voltage,min_voltage,mean_voltage,max_temp,mean_temp,max_current,mean_current,std_current,max_power,mean_power,QDischarge_mAh,QCharge_mAh,energy_Wh,Ns_mode,cell_id,is_capacity_test,score,dis_dur_s,frac_flight,anomaly_score,any_anomaly,initial_capacity_mAh,SOH_pct,SOH_pct_smoothed,RUL_cycles,RUL_censored,cell
64,1527,7427176.075712167,4.2001486,2.9367237,3.9538403781270466,48.274502,28.571902246889326,3006.6011,-1370.5953113562541,4197.229827001218,12.62190739142889,-4.609181342949133,1609.60268858141,1631.04493205574,23285.308544085317,1,VAH05,False,2,5049.990526749811,0.33398821218074654,1,True,3033.22348113219,94.14487961193552,94.14487961193552,435,True,VAH05
65,1523,7429681.599973504,4.2001486,2.9353449,3.9526251028233745,48.527065,28.631651933026923,3006.7979,-1376.2677113460277,4200.596671208495,12.61847990536536,-4.63051890261112,1609.17927078668,1630.27154772335,23284.22562101426,1,VAH05,False,2,5049.990526761045,0.334865397242285,1,True,3033.22348113219,94.14487961193552,94.14487961193552,434,True,VAH05
66,1527,7432230.126239337,4.2001486,2.9349508,3.952897055075311,48.400784,28.692033089063525,3007.5854,-1371.1993918467583,4197.435707711327,12.630177173117188,-4.611888593767515,1609.70569946045,1635.53960989191,23279.978931000704,1,VAH05,False,2,5049.990526751033,0.33398821218074654,1,True,3033.22348113219,94.14487961193552,94.14487961193552,433,True,VAH05
67,1527,7434730.872500186,4.200109,2.9315631,3.9524794372626064,48.282394,28.649918541584807,3007.7822,-1371.31028637852,4198.17364313022,12.622498563608369,-4.611156111867033,1610.88715315077,1631.51304545167,23295.91002465141,1,VAH05,False,2,5049.9905267508,0.33398821218074654,1,True,3033.22348113219,94.14487961193552,94.14487961193552,432,True,VAH05
68,1524,7437093.564746639,4.2002273,2.9265602,3.9526339565616797,48.558636,28.574372464566927,3006.9944,-1374.8376676049868,4203.620655221914,12.621908231427032,-4.620756467373368,1611.82549995443,1631.04009982084,23310.453376084573,1,VAH05,False,2,5049.9905267508,0.3346456692913386,1,True,3033.22348113219,94.14487961193552,94.14487961193552,431,True,VAH05
69,1525,7439597.129007778,4.2001486,2.9250238,3.9531241434098363,48.448139,28.51598285377049,3005.8132,-1374.2200004504919,4203.948705628466,12.61399340508006,-4.616904987915096,1612.63416200222,1636.97739904602,23310.240370121006,1,VAH05,False,2,5049.990526761045,0.3344262295081967,1,True,3033.22348113219,94.14487961193552,94.14487961193552,430,True,VAH05
70,1522,7442101.683269027,4.2001486,2.9242754,3.9524314670827856,48.400784,28.548319423127463,3007.1914,-1377.0094697700395,4207.801449094619,12.62887761464966,-4.6259360960941756,1613.00309219767,1634.19806322083,23313.210981755285,1,VAH05,False,2,5049.9905267508,0.33508541392904073,1,True,3033.22348113219,94.14487961193552,94.14487961193552,429,True,VAH05
71,1528,7444805.8755510915,4.200109,2.9339266,3.95261888697644,48.511284,28.596031162958113,3007.1917,-1372.1209676897904,4197.208683123626,12.624979031694629,-4.612992545266662,1609.32999709106,1639.46732014749,23327.540100792645,1,VAH05,False,2,5049.990526751266,0.3337696335078534,1,True,3033.22348113219,94.14487961193552,94.14487961193552,428,True,VAH05
72,1525,7447448.9458267875,4.2001486,2.9349904,3.952412279934426,48.369217,28.601735392786885,3006.7981,-1374.994394137705,4201.022932357837,12.62119857227568,-4.622108427516402,1609.40929574938,1632.12359381727,23339.165765207563,1,VAH05,False,2,5049.990526770824,0.3344262295081967,1,True,3033.22348113219,94.14487961193552,94.14487961193552,427,True,VAH05
73,1526,7450095.698102865,4.2001877,2.9349508,3.9514786986238533,48.661243,28.630531176277852,3006.9949,-1374.2167077306683,4199.536740861543,12.625805154404699,-4.619687801855291,1608.80268002021,1631.21408728957,23345.690722223957,1,VAH05,False,2,5049.990526769368,0.33420707732634336,1,True,3033.22348113219,94.14487961193552,94.14487961193552,426,True,VAH05
74,1533,7452857.124390903,4.2001486,2.9368813,3.9512126395955645,48.937481,28.73866634181344,3007.5854,-1367.4794042054796,4189.868969427353,12.627460339763308,-4.598880019752134,1608.09946834106,1635.04339924812,23365.685943191536,1,VAH05,False,2,5049.9905267508,0.33268101761252444,1,True,3033.22348113219,94.14487961193552,94.14487961193552,425,True,VAH05
75,1533,7455474.158663882,4.200109,2.9330995,3.9515906701891717,48.519173,28.766097432485324,3006.4041,-1366.4677407697325,4191.9548260978345,12.62438748593724,-4.593277108621903,1609.59339043918,1632.05306252661,23362.85895406882,1,VAH05,False,2,5049.990526751266,0.33268101761252444,1,True,3033.22348113219,94.14487961193552,94.14487961193552,424,True,VAH05
76,1532,7457977.748925025,4.2001486,2.9299479,3.952365254634465,48.795414,28.68918719451697,3007.1917,-1367.3263780939947,4194.156209519049,12.621435509864861,-4.594794185376723,1609.82609964708,1632.99262398329,23371.56535847973,1,VAH05,False,2,5049.9905267508,0.3328981723237598,1,True,3033.22348113219,94.14487961193552,94.14487961193552,423,True,VAH05
77,1530,7460522.319190451,4.2002273,2.9272299,3.9522621384313728,48.550743,28.735310056209148,3007.7822,-1369.4113899019608,4196.7135546242025,12.625687368569249,-4.601965193406154,1611.10928677612,1635.44116147234,23368.670790811506,1,VAH05,False,2,5049.990526749811,0.3333333333333333,1,True,3033.22348113219,94.14487961193552,94.14487961193552,422,True,VAH05
78,1526,7463091.329458411,4.2001486,2.9264026,3.95230740982962,48.503387,28.661418882699866,3007.1917,-1375.070526395806,4201.632871516604,12.62663295707961,-4.620377447708432,1611.18498100342,1634.12193492547,23387.558906092476,1,VAH05,False,2,5049.9905267517315,0.33420707732634336,1,True,3033.22348113219,94.14487961193552,94.14487961193552,421,True,VAH05
79,1540,7465760.953736881,4.2002273,2.926245,3.9524024431818185,48.969051,28.61860386038961,3006.6011,-1361.630305551948,4184.316316684314,12.62438874593445,-4.5750760182494385,1611.07013041463,1638.07943388373,23395.712073353632,1,VAH05,False,2,5049.990526749811,0.33116883116883117,1,True,3033.22348113219,94.14487961193552,94.14487961193552,420,True,VAH05
80,1535,7468309.51600271,4.2001486,2.9234087,3.9507923393485345,48.59021,28.801973871661236,3006.7976,-1364.7274814983714,4190.765344492822,12.627460339763308,-4.5859134243384645,1612.3807672937,1635.60378392067,23403.39132296964,1,VAH05,False,2,5049.990526750276,0.3322475570032573,1,True,3033.22348113219,94.14487961193552,94.14487961193552,419,True,VAH05
81,1535,7470846.314267326,4.2001877,2.9246693,3.950306863257329,48.534958,28.843215932247556,3008.1763,-1365.1735853224757,4190.571626229554,12.62828772244701,-4.587506624772173,1611.22524718709,1636.38955104266,23415.646182824134,1,VAH05,False,2,5049.9905267508,0.3322475570032573,1,True,3033.22348113219,94.14487961193552,94.14487961193552,418,True,VAH05
82,1536,7473457.676539711,4.2001486,2.9288056,3.9514588524739582,49.063763,28.856385422526042,3007.3884,-1364.1773401171874,4189.713410221842,12.622498563608369,-4.583818911883662,1610.12015108738,1638.71111948702,23416.27506728197,1,VAH05,False,2,5049.990526761045,0.33203125,1,True,3033.22348113219,94.14487961193552,94.14487961193552,417,True,VAH05
83,1533,7476045.250809612,4.2001486,2.9314055,3.951262854076973,48.921696,28.826473443574688,3007.5854,-1366.8690829093282,4193.216364757948,12.62663295707961,-4.592989590613543,1609.25195471612,1634.17024654319,23421.904476071486,1,VAH05,False,2,5049.9905267517315,0.33268101761252444,1,True,3033.22348113219,94.14487961193552,94.14487961193552,416,True,VAH05
84,1529,7478778.767094744,4.2001486,2.9330206,3.951778071680837,48.90591,28.74561517527796,3007.979,-1372.4301073315892,4198.41810610668,12.628166553305999,-4.610714680608471,1608.48348320855,1636.61130055952,23434.370930233024,1,VAH05,False,2,5049.9905267508,0.33355134074558535,1,True,3033.22348113219,94.14487961193552,94.14487961193552,415,True,VAH05
85,1530,7481460.867374504,4.2001877,2.9300661,3.952678525816993,48.929588,28.613568022875818,3007.9792,-1371.570251782353,4199.443343103185,12.62651390347725,-4.604741897501807,1609.73843426731,1632.65685524919,23442.915184500704,1,VAH05,False,2,5049.99052676151,0.3333333333333333,1,True,3033.22348113219,94.14487961193552,94.14487961193552,414,True,VAH05
86,1534,7484047.109644267,4.2002273,2.9236844,3.95157386916558,48.629669,28.697043479791393,3007.3887,-1365.849924654498,4195.359067680673,12.62533518211815,-4.584890060000435,1611.02755557821,1631.7984881519,23453.152502642162,1,VAH05,False,2,5049.990526761045,0.3324641460234681,1,True,3033.22348113219,94.14487961193552,94.14487961193552,413,True,VAH05
87,1539,7486671.113917976,4.2001877,2.922148,3.9511691688758934,48.795414,28.790736299545156,3007.3884,-1361.6779072969462,4188.5747331370785,12.62911426514829,-4.572334747681024,1612.02244293362,1638.25934963809,23450.665407117547,1,VAH05,False,2,5049.990526752779,0.3313840155945419,1,True,3033.22348113219,94.14487961193552,94.14487961193552,412,True,VAH05
88,1532,7489194.294181167,4.2001486,2.9204936,3.950892451044387,49.071655,28.82116152219321,3007.9792,-1368.552696472585,4197.401970594514,12.62911426514829,-4.5954218150112816,1612.64810204292,1634.52229373216,23467.420103594137,1,VAH05,False,2,5049.9905267508,0.3328981723237598,1,True,3033.22348113219,94.14487961193552,94.14487961193552,411,True,VAH05
89,1528,7491642.764436561,4.2001877,2.9184451,3.9502725884816754,49.158478,28.80864065314136,3007.1917,-1372.7071441099476,4202.985162776475,12.62226203707798,-4.608472570447965,1612.58538724867,1632.95412840437,23471.674118700055,1,VAH05,False,2,5049.9905267508,0.3337696335078534,1,True,3033.22348113219,94.14487961193552,94.14487961193552,410,True,VAH05
90,1538,7494253.8867089255,4.2001486,2.9212813,3.951368020871261,49.079548,28.751855143042913,3006.0107,-1362.6465915975293,4190.799182251269,12.620963336746442,-4.573775697651527,1612.34311606703,1642.94693156833,23479.27297070136,1,VAH05,False,2,5049.990526760579,0.33159947984395316,1,True,3033.22348113219,94.14487961193552,94.14487961193552,409,True,VAH05
91,1534,7496828.174977444,4.2001486,2.9205329,3.951608303715776,48.913803,28.745469237288134,3008.1763,-1366.3423845801824,4196.190277028253,12.626752550031883,-4.585192895386673,1612.27740473144,1636.74543476372,23486.664422201844,1,VAH05,False,2,5049.9905267508,0.3324641460234681,1,True,3033.22348113219,94.14487961193552,94.14487961193552,408,True,VAH05
92,1538,7499514.615257654,4.2001877,2.9257329,3.9527377489596875,49.016407,28.709364421976595,3007.7822,-1364.7817959037711,4190.755712337398,12.630059591921722,-4.580834921536702,1610.62159044461,1640.87756949533,23492.762051980513,1,VAH05,False,2,5049.990526749869,0.33159947984395316,1,True,3033.22348113219,94.14487961193552,94.14487961193552,407,True,VAH05
93,1545,7502202.083537981,4.2001486,2.9264026,3.9510613607119742,49.111118,28.77029045501618,3006.6011,-1356.3592313139159,4182.73492294309,12.62131650303802,-4.552018343674943,1610.53364348931,1634.88676667943,23505.41892518219,1,VAH05,False,2,5049.990526752314,0.3300970873786408,1,True,3033.22348113219,94.14487961193552,94.14487961193552,406,True,VAH05
94,1540,7504805.547809541,4.2001877,2.926954,3.9494694031818183,49.276863,28.94310243311688,3007.9792,-1360.9043364155843,4187.011784980332,12.630177173117188,-4.569845913213758,1609.49944265096,1633.58125398893,23513.0852461908,1,VAH05,False,2,5049.9905267508,0.33116883116883117,1,True,3033.22348113219,94.14487961193552,94.14487961193552,405,True,VAH05
95,1543,7507422.884082557,4.2001486,2.9262843,3.9512698662994166,48.811203,28.952181364225535,3008.5698,-1358.4826462754374,4184.079529520018,12.624389585932589,-4.560922811739303,1610.23382681396,1637.15867690702,23526.52747198604,1,VAH05,False,2,5049.990526749869,0.3305249513933895,1,True,3033.22348113219,94.14487961193552,94.14487961193552,404,True,VAH05
96,1537,7509937.682344867,4.2001877,2.9202571,3.951893430513988,49.166367,28.811809420949903,3007.1914,-1364.473738054652,4194.385754897018,12.62663295707961,-4.576875076271017,1611.95099960286,1632.7727199035,23524.040489263556,1,VAH05,False,2,5049.9905267508,0.3318152244632401,1,True,3033.22348113219,94.14487961193552,94.14487961193552,403,True,VAH05
97,1542,7512596.712622228,4.2002273,2.917145,3.9515611808690014,49.324219,28.74687576977951,3008.176,-1360.1291746705579,4189.459664324022,12.634311223963199,-4.561248495018476,1613.01473392849,1639.30578444157,23528.658031547726,1,VAH05,False,2,5049.990526751848,0.33073929961089493,1,True,3033.22348113219,94.14487961193552,94.14487961193552,402,True,VAH05
98,1538,7515086.764881957,4.2001486,2.9142301,3.951901926853056,49.0243,28.740467840702212,3007.9792,-1364.0867194148245,4194.8429489736045,12.62131566307926,-4.573796063380751,1614.28230688151,1637.47678550551,23539.96802095103,1,VAH05,False,2,5049.990526770824,0.33159947984395316,1,True,3033.22348113219,94.14487961193552,94.14487961193552,401,True,VAH05
99,1542,7517521.875135957,4.2001877,2.9125361,3.9510718848897532,48.700703,28.737334952658887,3007.3887,-1360.5037991958495,4190.001904675505,12.623444668151722,-4.561470407359646,1614.00932746636,1637.77479287663,23547.488689854832,1,VAH05,False,2,5049.990526760113,0.33073929961089493,1,True,3033.22348113219,94.14487961193552,94.14487961193552,400,True,VAH05
100,1794,7522107.051614235,4.2001486,2.9575627,3.9284093106466,48.037727,28.556035162764772,3008.373,-792.805666594203,4123.409835904096,12.627341278359749,-2.5422723568924606,1607.21664059475,2928.57837900544,20094.065842356533,1,VAH05,False,2,5049.990526771289,0.2842809364548495,1,True,3033.22348113219,94.14487961193552,94.14487961193552,399,True,VAH05
101,1543,7523009.243708333,4.2001877,2.9594929,3.9544665433570967,48.274502,28.829393403110824,3007.1919,-1354.9035067984446,4172.010475256011,12.620844638223389,-4.559862260904821,1606.34082038615,1638.24801246017,23614.151196910694,1,VAH05,False,2,5049.990526760579,0.3305249513933895,1,True,3033.22348113219,94.14487961193552,94.14487961193552,398,True,VAH05
102,1542,7525527.863971055,4.2001877,2.9506295,3.951963342153048,48.203468,28.900689241893645,3006.2073,-1357.6964061984436,4175.313708222622,12.619071729407247,-4.5675788478728485,1608.85958976481,1628.44964139097,23609.252572293928,1,VAH05,False,2,5049.990526761045,0.33073929961089493,1,True,3033.22348113219,94.14487961193552,94.14487961193552,397,True,VAH05
103,1546,7527967.774225554,4.2001877,2.9422388,3.951387208926261,48.353428,29.03344790103493,3008.3728,-1352.7745814747736,4173.177711376431,12.62769539861256,-4.548229176776938,1610.28714884874,1632.79832596535,23618.469867697953,1,VAH05,False,2,5049.9905267508,0.3298835705045278,1,True,3033.22348113219,94.14487961193552,94.14487961193552,396,True,VAH05
104,1549,7530437.412483154,4.2002273,2.9347539,3.9518873825693994,48.400784,29.030118556488056,3007.1917,-1351.2561909038088,4172.40766825718,12.624859993686748,-4.539931883797015,1612.4881054404,1637.20690095993,23622.73085542603,1,VAH05,False,2,5049.99052676151,0.329244673983215,1,True,3033.22348113219,94.14487961193552,94.14487961193552,395,True,VAH05
105,1541,7532840.542733819,4.2001877,2.9280176,3.9517130929266706,48.669132,28.89783302401038,3007.5854,-1361.4767185463984,4183.867326283238,12.631594313243339,-4.572272106125779,1614.38991597236,1634.81848959801,23614.14515740927,1,VAH05,False,2,5049.9905267517315,0.3309539260220636,1,True,3033.22348113219,94.14487961193552,94.14487961193552,394,True,VAH05
106,1549,7535402.435001044,4.2001877,2.9256935,3.9513942393802455,48.700703,28.873942909619107,3007.7822,-1354.2302661265333,4175.351292262148,12.624151229019718,-4.546499967958708,1614.59319458645,1641.73102425196,23613.28495588174,1,VAH05,False,2,5049.9905267508,0.329244673983215,1,True,3033.22348113219,94.14487961193552,94.14487961193552,393,True,VAH05
107,1547,7537944.481266202,4.2001877,2.9222269,3.9524765237233357,48.59021,28.843004478345186,3007.1914,-1354.6033430122818,4180.476115111955,12.621434669898179,-4.544278812496262,1615.70983532701,1639.97679127621,23628.196821433678,1,VAH05,False,2,5049.990526750917,0.32967032967032966,1,True,3033.22348113219,94.14487961193552,94.14487961193552,392,True,VAH05
108,1539,7540431.961525666,4.2001486,2.9193118,3.9520890347628326,48.621777,28.669501020792726,3007.5854,-1366.4521425406108,4191.164019942515,12.625333082103001,-4.582276738935196,1615.64476514499,1639.65417909412,23633.036706952505,1,VAH05,False,2,5049.9905267508,0.3313840155945419,1,True,3033.22348113219,94.14487961193552,94.14487961193552,391,True,VAH05
109,1546,7543125.2478066,4.2001877,2.9261663,3.9515713603492886,48.69281,28.727423375808538,3007.9792,-1357.544524870634,4182.903835142723,12.628642285976369,-4.552438062951708,1613.55906917847,1644.60560823591,23625.378058363403,1,VAH05,False,2,5049.990526761045,0.3298835705045278,1,True,3033.22348113219,94.14487961193552,94.14487961193552,390,True,VAH05
110,1549,7545776.212083119,4.2001486,2.9269934,3.9513842716591348,48.661243,28.76622349967721,3007.782,-1354.840449154293,4179.216265686651,12.62190739142889,-4.543562230696814,1613.15633069594,1638.20108040202,23637.830795695932,1,VAH05,False,2,5049.9905267508,0.329244673983215,1,True,3033.22348113219,94.14487961193552,94.14487961193552,389,True,VAH05
111,1547,7548504.620367715,4.2001877,2.9307358,3.951338058758888,49.190044,28.775159718164186,3007.9792,-1356.6706882029735,4181.891618385458,12.622499403590789,-4.549225089326527,1611.10892195109,1640.24290830666,23661.13230923731,1,VAH05,False,2,5049.9905267508,0.32967032967032966,1,True,3033.22348113219,94.14487961193552,94.14487961193552,388,True,VAH05
112,1548,7551206.554649548,4.2001877,2.9290025,3.9513171154392763,48.969051,28.70725474354005,3006.6011,-1355.9934480490956,4181.41480019457,12.620608142685061,-4.545745681553998,1612.15442984321,1636.41522003918,23667.62694223648,1,VAH05,False,2,5049.9905267508,0.32945736434108525,1,True,3033.22348113219,94.14487961193552,94.14487961193552,387,True,VAH05
113,1543,7553738.882913688,4.2001486,2.9223056,3.9508331679844457,48.969051,28.807060896953985,3008.1763,-1360.6282756798446,4187.452583517939,12.627341278359749,-4.561475363743664,1613.29386090264,1635.71085348352,23676.265601864838,1,VAH05,False,2,5049.990526761045,0.3305249513933895,1,True,3033.22348113219,94.14487961193552,94.14487961193552,386,True,VAH05
114,1553,7556351.189186169,4.200109,2.9199421,3.9509550940115905,49.166367,28.8679219742434,3006.7976,-1351.9527800206051,4175.587939435111,12.622379548988249,-4.5327118549428205,1614.50173285848,1640.0453829669,23678.15485548865,1,VAH05,False,2,5049.990526750684,0.3283966516419833,1,True,3033.22348113219,94.14487961193552,94.14487961193552,385,True,VAH05
115,1549,7558929.321455089,4.2001486,2.9167118,3.950517643382828,48.976944,28.82767773724984,3006.7979,-1356.0661221103937,4181.500464198942,12.61895634820884,-4.545378768758787,1615.55827707085,1638.34339583814,23674.61637160728,1,VAH05,False,2,5049.9905267508,0.329244673983215,1,True,3033.22348113219,94.14487961193552,94.14487961193552,384,True,VAH05
116,1552,7561561.347729632,4.200109,2.9140725,3.950399098969072,49.2374,28.780443091494845,3007.7822,-1353.569937197165,4179.036793748378,12.631475212861499,-4.5353816553561925,1615.81257103434,1641.55152338111,23691.731961076723,1,VAH05,False,2,5049.9905267620925,0.3286082474226804,1,True,3033.22348113219,94.14487961193552,94.14487961193552,383,True,VAH05
117,1553,7564231.9380081985,4.2001486,2.9134815,3.9512360730843525,49.0243,28.76503867546684,3007.7822,-1352.5700297546684,4177.96639591141,12.632539663341522,-4.531937090158132,1616.5151480093,1641.77307542352,23698.64572081618,1,VAH05,False,2,5049.990526750684,0.3283966516419833,1,True,3033.22348113219,94.14487961193552,94.14487961193552,382,True,VAH05
118,1549,7566808.322276942,4.2001877,2.90903,3.950719670109748,48.819092,28.747131422853457,3007.3884,-1356.712802298257,4184.344900576299,12.623444668151722,-4.543968871514458,1617.15874505629,1639.73819533828,23706.201636083264,1,VAH05,False,2,5049.990526761045,0.329244673983215,1,True,3033.22348113219,94.14487961193552,94.14487961193552,381,True,VAH05
119,1553,7569449.122552393,4.2001486,2.9064696,3.950879128847392,49.355789,28.72449822537025,3007.5852,-1353.0098064455892,4180.532949866055,12.62828562249096,-4.5299825205415925,1618.58989352539,1645.09718475092,23708.395339638388,1,VAH05,False,2,5049.990526752779,0.3283966516419833,1,True,3033.22348113219,94.14487961193552,94.14487961193552,380,True,VAH05
120,1557,7572063.73289131,4.2001486,2.909621,3.9505604249197175,49.458393,28.729663719332045,3007.9792,-1349.3508831920358,4174.907994709046,12.624032198817,-4.518401282752584,1617.51785141954,1643.49123432399,23720.67370458934,1,VAH05,False,2,5049.990541800973,0.32755298651252407,1,True,3033.22348113219,94.14487961193552,94.14487961193552,379,True,VAH05
121,1558,7574788.14730202,4.2001486,2.9137573,3.9509842362002563,49.426823,28.75786712708601,3007.3887,-1348.6341579011553,4174.1098433179595,12.62415248899335,-4.515774889591003,1615.54454897583,1645.71633406891,23728.332220649965,1,VAH05,False,2,5049.990541800973,0.32734274711168165,1,True,3033.22348113219,94.14487961193552,94.14487961193552,378,True,VAH05
122,1547,7577408.447700134,4.2001486,2.9135997,3.9503503486748546,49.253185,28.765690628959277,3007.5854,-1359.0887606528765,4188.330864980465,12.629820463096499,-4.549826340239201,1615.85477704481,1641.12564271795,23734.617287708086,1,VAH05,False,2,5049.990541812149,0.32967032967032966,1,True,3033.22348113219,94.14487961193552,94.14487961193552,377,True,VAH05
123,1548,7579976.732092241,4.2001486,2.9114726,3.949453515180879,49.063763,28.750653789405686,3008.1763,-1358.5046079644703,4187.98522935145,12.625688208543748,-4.546796837104571,1615.70906460558,1638.78660452713,23738.60880741644,1,VAH05,False,2,5049.990541800973,0.32945736434108525,1,True,3033.22348113219,94.14487961193552,94.14487961193552,376,True,VAH05
124,1556,7582724.872504884,4.2001486,2.9129694,3.9512043978791778,49.20583,28.713597806555267,3006.6011,-1350.9282849807198,4178.816844105724,12.62580725436075,-4.520894524728523,1615.60312604262,1644.52213111376,23745.605329961545,1,VAH05,False,2,5049.990541811218,0.3277634961439589,1,True,3033.22348113219,94.14487961193552,94.14487961193552,375,True,VAH05
125,1552,7585333.396901682,4.2001877,2.9097786,3.9501091769974224,49.119011,28.683214595360823,3006.0107,-1355.224889697165,4184.4978511723175,12.616829744381723,-4.534325620214579,1616.63628693292,1639.37461963182,23756.016820054014,1,VAH05,False,2,5049.990541800042,0.3286082474226804,1,True,3033.22348113219,94.14487961193552,94.14487961193552,374,True,VAH05
126,1553,7588057.9853123585,4.2001877,2.9103301,3.950504461107534,49.529427,28.68604654153252,3007.7822,-1354.0101895872504,4183.4493474561095,12.6260414422749,-4.52961612543005,1616.22344602512,1643.66070315552,23768.126902554093,1,VAH05,False,2,5049.990541800973,0.3283966516419833,1,True,3033.22348113219,94.14487961193552,94.14487961193552,373,True,VAH05
127,1554,7590680.299711073,4.2001486,2.9068241,3.951222321106821,49.182152,28.66313510682111,3006.9949,-1353.4653408120978,4183.0062307030585,12.62580725436075,-4.526791703324127,1617.8011238543,1641.28324712909,23777.387860430823,1,VAH05,False,2,5049.990541800042,0.3281853281853282,1,True,3033.22348113219,94.14487961193552,94.14487961193552,372,True,VAH05
128,1555,7593241.930102337,4.2001486,2.9029241,3.9506805657234727,49.379467,28.669255157556268,3007.1917,-1352.8224795755627,4182.536168235856,12.624151229019718,-4.524098080332066,1618.50640555027,1641.28901829193,23772.309055226488,1,VAH05,False,2,5049.990541801904,0.3279742765273312,1,True,3033.22348113219,94.14487961193552,94.14487961193552,371,True,VAH05
129,1552,7595877.336502584,4.2001877,2.9023726,3.950790698646907,49.710957,28.732436591494842,3007.9792,-1355.2903227963918,4185.812519118044,12.631003311287879,-4.532834454928898,1618.90562141493,1645.72357202316,23783.06736413824,1,VAH05,False,2,5049.990556851146,0.3286082474226804,1,True,3033.22348113219,94.14487961193552,94.14487961193552,370,True,VAH05
130,1555,7598464.128897108,4.2001486,2.9026878,3.950204226173634,49.41893,28.70940842057878,3006.7979,-1352.8355243344051,4182.432379324756,12.620724379235998,-4.524500426399736,1618.84933456543,1643.24705682429,23789.812651504893,1,VAH05,False,2,5049.9905568502145,0.3279742765273312,1,True,3033.22348113219,94.14487961193552,94.14487961193552,369,True,VAH05
131,1558,7601185.92530798,4.2001486,2.9067059,3.9510781963414634,49.655708,28.71058752695764,3007.1917,-1349.6428218164313,4178.517493276359,12.62380023260733,-4.513787397659223,1616.9881564129,1648.08541147265,23803.18353137095,1,VAH05,False,2,5049.990556862322,0.32734274711168165,1,True,3033.22348113219,94.14487961193552,94.14487961193552,368,True,VAH05
132,1555,7603842.769710977,4.2001486,2.9049332,3.9504641142122185,49.197937,28.705327650160772,3008.373,-1352.8622407717041,4182.775865117625,12.63052940912588,-4.523755853588247,1618.02588693142,1641.93513331898,23810.46068503041,1,VAH05,False,2,5049.990556851146,0.3279742765273312,1,True,3033.22348113219,94.14487961193552,94.14487961193552,367,True,VAH05
133,1554,7606448.100107829,4.2001486,2.9039483,3.9501790903474903,49.347897,28.72530074839125,3007.5857,-1353.6926696010296,4184.294416780303,12.631474372887,-4.525920563734534,1617.58558867269,1642.03215017459,23825.4991253708,1,VAH05,False,2,5049.990556859877,0.3281853281853282,1,True,3033.22348113219,94.14487961193552,94.14487961193552,366,True,VAH05
134,1560,7609087.584508875,4.2001486,2.9040272,3.950790561282051,49.758312,28.704382414743588,3007.3884,-1348.7324488846155,4178.251762994381,12.61895298834212,-4.508006212679144,1617.77414281671,1646.06727557542,23829.877793459804,1,VAH05,False,2,5049.9905568502145,0.3269230769230769,1,True,3033.22348113219,94.14487961193552,94.14487961193552,365,True,VAH05
135,1554,7611707.068907438,4.2001877,2.903003,3.9498271543758046,49.560997,28.671454324967826,3006.7981,-1354.7420462458172,4186.513588446727,12.627341278359749,-4.526854088366193,1618.34743531331,1642.1424090551,23826.925919679503,1,VAH05,False,2,5049.990556849167,0.3281853281853282,1,True,3033.22348113219,94.14487961193552,94.14487961193552,364,True,VAH05
136,1557,7614351.547308965,4.2001486,2.9033575,3.9517642373795763,49.584675,28.652065842003857,3008.1763,-1351.087105889531,4182.714782237358,12.627460339763308,-4.514137828642622,1617.79201496677,1646.12360894371,23847.546996491517,1,VAH05,False,2,5049.990556852077,0.32755298651252407,1,True,3033.22348113219,94.14487961193552,94.14487961193552,363,True,VAH05
137,1560,7617002.297711399,4.2001877,2.9021757,3.951160326346154,49.474178,28.64702952628205,3006.9944,-1348.9323427051281,4179.585112207358,12.6223782890265,-4.506930447762945,1618.56637543389,1643.3351339962,23843.503021252163,1,VAH05,False,2,5049.9905568502145,0.3269230769230769,1,True,3033.22348113219,94.14487961193552,94.14487961193552,362,True,VAH05
138,1557,7619547.504101526,4.2001486,2.900403,3.950338313294798,49.695171,28.688705400128452,3007.7822,-1351.731266499679,4183.134543587511,12.630647837978998,-4.5164892703095845,1618.26520780097,1641.27754364179,23852.197253533977,1,VAH05,False,2,5049.990556860459,0.32755298651252407,1,True,3033.22348113219,94.14487961193552,94.14487961193552,361,True,VAH05
139,1559,7622178.314501942,4.2001877,2.900521,3.950423587363695,49.884594,28.736618258499036,3007.7822,-1349.699886831302,4180.228672510425,12.627341278359749,-4.5102673390935255,1618.66420026557,1647.26248251143,23865.874816357496,1,VAH05,False,2,5049.990556859993,0.327132777421424,1,True,3033.22348113219,94.14487961193552,94.14487961193552,360,True,VAH05
140,1556,7624716.9768914655,4.200109,2.901427,3.950335818894602,49.521534,28.714617305912597,3006.7981,-1352.4976439916452,4183.253032744381,12.61978161547194,-4.520536482770771,1618.58331058933,1642.66600057168,23873.51832453215,1,VAH05,False,2,5049.990571899456,0.3277634961439589,1,True,3033.22348113219,94.14487961193552,94.14487961193552,359,True,VAH05
141,1569,7627561.69331745,4.2001486,2.9139936,3.9492031629700444,49.789883,28.8383502319949,3006.6011,-1340.1479389764181,4164.677268626138,12.62001725553969,-4.482560003888993,1613.97608031304,1646.59582122797,23879.836214626645,1,VAH05,False,2,5049.990571908769,0.32504780114722753,1,True,3033.22348113219,94.14487961193552,94.14487961193552,358,True,VAH05
